Year,Data File,Survey,Title,CSV,STATA_DATA,STATA,DICT,SPSS,SAS
2023,EF2023C,Fall Enrollment,Residence and migration of first-time freshman: Fall 2023,raw_data/2023/EF2023C.zip,raw_data/2023/EF2023C_Data_Stata.zip,raw_data/2023/EF2023C_STATA.zip,raw_data/2023/EF2023C_Dict.zip,raw_data/2023/EF2023C_SPS.zip,raw_data/2023/EF2023C_SAS.zip
2023,S2023_NH,Fall Staff,"New hires by occupational category, race/ethnicity, and gender (Degree-granting institutions):  Fall 2023",raw_data/2023/S2023_NH.zip,raw_data/2023/S2023_NH_Data_Stata.zip,raw_data/2023/S2023_NH_STATA.zip,raw_data/2023/S2023_NH_Dict.zip,raw_data/2023/S2023_NH_SPS.zip,raw_data/2023/S2023_NH_SAS.zip
2023,EF2023B,Fall Enrollment,"Age category, gender, attendance status, and level of student: Fall 2023",raw_data/2023/EF2023B.zip,raw_data/2023/EF2023B_Data_Stata.zip,raw_data/2023/EF2023B_STATA.zip,raw_data/2023/EF2023B_Dict.zip,raw_data/2023/EF2023B_SPS.zip,raw_data/2023/EF2023B_SAS.zip
2023,EF2023A,Fall Enrollment,"Race/ethnicity, gender, attendance status, and level of student: Fall 2023",raw_data/2023/EF2023A.zip,raw_data/2023/EF2023A_Data_Stata.zip,raw_data/2023/EF2023A_STATA.zip,raw_data/2023/EF2023A_Dict.zip,raw_data/2023/EF2023A_SPS.zip,raw_data/2023/EF2023A_SAS.zip
2023,FLAGS2023,Admissions and Test Scores,Response status for all survey components,raw_data/2023/FLAGS2023.zip,raw_data/2023/FLAGS2023_Data_Stata.zip,raw_data/2023/FLAGS2023_STATA.zip,raw_data/2023/FLAGS2023_Dict.zip,raw_data/2023/FLAGS2023_SPS.zip,raw_data/2023/FLAGS2023_SAS.zip
2023,ADM2023,Admissions and Test Scores,"Admission considerations, applications, admissions, enrollees and test scores, fall 2023",raw_data/2023/ADM2023.zip,raw_data/2023/ADM2023_Data_Stata.zip,raw_data/2023/ADM2023_STATA.zip,raw_data/2023/ADM2023_Dict.zip,raw_data/2023/ADM2023_SPS.zip,raw_data/2023/ADM2023_SAS.zip
2023,FLAGS2023,12-Month Enrollment,Response status all survey components,raw_data/2023/FLAGS2023.zip,raw_data/2023/FLAGS2023_Data_Stata.zip,raw_data/2023/FLAGS2023_STATA.zip,raw_data/2023/FLAGS2023_Dict.zip,raw_data/2023/FLAGS2023_SPS.zip,raw_data/2023/FLAGS2023_SAS.zip
2023,EFIA2023,12-Month Enrollment,12-month instructional activity: 2022-23,raw_data/2023/EFIA2023.zip,raw_data/2023/EFIA2023_Data_Stata.zip,raw_data/2023/EFIA2023_STATA.zip,raw_data/2023/EFIA2023_Dict.zip,raw_data/2023/EFIA2023_SPS.zip,raw_data/2023/EFIA2023_SAS.zip
2023,EFFY2023_HS,12-Month Enrollment,12-month unduplicated headcount of dual enrolled students by race/ethnicity and gender: 2022-23,raw_data/2023/EFFY2023_HS.zip,raw_data/2023/EFFY2023_HS_Data_Stata.zip,raw_data/2023/EFFY2023_HS_STATA.zip,raw_data/2023/EFFY2023_HS_Dict.zip,raw_data/2023/EFFY2023_HS_SPS.zip,raw_data/2023/EFFY2023_HS_SAS.zip
2023,EFFY2023_DIST,12-Month Enrollment,12-month unduplicated headcount by distance education status and student level: 2022-23,raw_data/2023/EFFY2023_DIST.zip,raw_data/2023/EFFY2023_DIST_Data_Stata.zip,raw_data/2023/EFFY2023_DIST_STATA.zip,raw_data/2023/EFFY2023_DIST_Dict.zip,raw_data/2023/EFFY2023_DIST_SPS.zip,raw_data/2023/EFFY2023_DIST_SAS.zip
2023,EFFY2023,12-Month Enrollment,"12-month unduplicated headcount by race/ethnicity, gender and level of student: 2022-23",raw_data/2023/EFFY2023.zip,raw_data/2023/EFFY2023_Data_Stata.zip,raw_data/2023/EFFY2023_STATA.zip,raw_data/2023/EFFY2023_Dict.zip,raw_data/2023/EFFY2023_SPS.zip,raw_data/2023/EFFY2023_SAS.zip
2023,FLAGS2023,Institutional Characteristics,Response status for all survey components,raw_data/2023/FLAGS2023.zip,raw_data/2023/FLAGS2023_Data_Stata.zip,raw_data/2023/FLAGS2023_STATA.zip,raw_data/2023/FLAGS2023_Dict.zip,raw_data/2023/FLAGS2023_SPS.zip,raw_data/2023/FLAGS2023_SAS.zip
2023,IC2023_CAMPUSES,Institutional Characteristics,Branch campus locations listed on College Navigator,raw_data/2023/IC2023_CAMPUSES.zip,raw_data/2023/IC2023_CAMPUSES_Data_Stata.zip,raw_data/2023/IC2023_CAMPUSES_STATA.zip,raw_data/2023/IC2023_CAMPUSES_Dict.zip,raw_data/2023/IC2023_CAMPUSES_SPS.zip,raw_data/2023/IC2023_CAMPUSES_SAS.zip
2023,IC2023_AY,Institutional Characteristics,Student charges for academic year programs,raw_data/2023/IC2023_AY.zip,raw_data/2023/IC2023_AY_Data_Stata.zip,raw_data/2023/IC2023_AY_STATA.zip,raw_data/2023/IC2023_AY_Dict.zip,raw_data/2023/IC2023_AY_SPS.zip,raw_data/2023/IC2023_AY_SAS.zip
2023,S2023_IS,Fall Staff,"Full-time instructional staff, by faculty and tenure status, academic rank, race/ethnicity, and gender (Degree-granting institutions): Fall 2023",raw_data/2023/S2023_IS.zip,raw_data/2023/S2023_IS_Data_Stata.zip,raw_data/2023/S2023_IS_STATA.zip,raw_data/2023/S2023_IS_Dict.zip,raw_data/2023/S2023_IS_SPS.zip,raw_data/2023/S2023_IS_SAS.zip
2023,FLAGS2023,Fall Staff,Response status for all survey components,raw_data/2023/FLAGS2023.zip,raw_data/2023/FLAGS2023_Data_Stata.zip,raw_data/2023/FLAGS2023_STATA.zip,raw_data/2023/FLAGS2023_Dict.zip,raw_data/2023/FLAGS2023_SPS.zip,raw_data/2023/FLAGS2023_SAS.zip
2023,HD2023,Institutional Characteristics,Directory information(updated January 2025),raw_data/2023/HD2023.zip,raw_data/2023/HD2023_Data_Stata.zip,raw_data/2023/HD2023_STATA.zip,raw_data/2023/HD2023_Dict.zip,raw_data/2023/HD2023_SPS.zip,raw_data/2023/HD2023_SAS.zip
2023,FLAGS2023,Outcome Measures,Response status for all survey components,raw_data/2023/FLAGS2023.zip,raw_data/2023/FLAGS2023_Data_Stata.zip,raw_data/2023/FLAGS2023_STATA.zip,raw_data/2023/FLAGS2023_Dict.zip,raw_data/2023/FLAGS2023_SPS.zip,raw_data/2023/FLAGS2023_SAS.zip
2023,DRVAL2023,Frequently used/Derived variables,Academic library indicators: Fiscal year 2023,raw_data/2023/DRVAL2023.zip,raw_data/2023/DRVAL2023_Data_Stata.zip,raw_data/2023/DRVAL2023_STATA.zip,raw_data/2023/DRVAL2023_Dict.zip,raw_data/2023/DRVAL2023_SPS.zip,raw_data/2023/DRVAL2023_SAS.zip
2023,DRVHR2023,Frequently used/Derived variables,Average salaries and full-time equivalent staff: Fall 2023,raw_data/2023/DRVHR2023.zip,raw_data/2023/DRVHR2023_Data_Stata.zip,raw_data/2023/DRVHR2023_STATA.zip,raw_data/2023/DRVHR2023_Dict.zip,raw_data/2023/DRVHR2023_SPS.zip,raw_data/2023/DRVHR2023_SAS.zip
2023,DRVF2023,Frequently used/Derived variables,Revenues and expenditures: Fiscal year 2023,raw_data/2023/DRVF2023.zip,raw_data/2023/DRVF2023_Data_Stata.zip,raw_data/2023/DRVF2023_STATA.zip,raw_data/2023/DRVF2023_Dict.zip,raw_data/2023/DRVF2023_SPS.zip,raw_data/2023/DRVF2023_SAS.zip
2023,DRVOM2023,Frequently used/Derived variables,Award and enrollment (Outcome Measures) rates of degree/certifcate-seeking undergraduate entering students: Cohort year 2015-16,raw_data/2023/DRVOM2023.zip,raw_data/2023/DRVOM2023_Data_Stata.zip,raw_data/2023/DRVOM2023_STATA.zip,raw_data/2023/DRVOM2023_Dict.zip,raw_data/2023/DRVOM2023_SPS.zip,raw_data/2023/DRVOM2023_SAS.zip
2023,DRVGR2023,Frequently used/Derived variables,"Graduation rates of full-time, first-time degree/certifcate-seeking undergraduate students: cohort years 2015 and 2017 (4-year institutions) cohort years 2019 and 2020 (less-than-4-year institutions",raw_data/2023/DRVGR2023.zip,raw_data/2023/DRVGR2023_Data_Stata.zip,raw_data/2023/DRVGR2023_STATA.zip,raw_data/2023/DRVGR2023_Dict.zip,raw_data/2023/DRVGR2023_SPS.zip,raw_data/2023/DRVGR2023_SAS.zip
2023,DRVC2023,Frequently used/Derived variables,"Degrees/awards: July 1, 2022 to June 30, 2023",raw_data/2023/DRVC2023.zip,raw_data/2023/DRVC2023_Data_Stata.zip,raw_data/2023/DRVC2023_STATA.zip,raw_data/2023/DRVC2023_Dict.zip,raw_data/2023/DRVC2023_SPS.zip,raw_data/2023/DRVC2023_SAS.zip
2023,DRVEF122023,Frequently used/Derived variables,"12-month unduplicated and full-time equivalent enrollment, and other selected 12-month enrollment indicators: July 1, 2022 to June 30, 2023",raw_data/2023/DRVEF122023.zip,raw_data/2023/DRVEF122023_Data_Stata.zip,raw_data/2023/DRVEF122023_STATA.zip,raw_data/2023/DRVEF122023_Dict.zip,raw_data/2023/DRVEF122023_SPS.zip,raw_data/2023/DRVEF122023_SAS.zip
2023,DRVEF2023,Frequently used/Derived variables,"Enrollments, retention rates and other selected enrollment indicators: Fall 2023",raw_data/2023/DRVEF2023.zip,raw_data/2023/DRVEF2023_Data_Stata.zip,raw_data/2023/DRVEF2023_STATA.zip,raw_data/2023/DRVEF2023_Dict.zip,raw_data/2023/DRVEF2023_SPS.zip,raw_data/2023/DRVEF2023_SAS.zip
2023,DRVADM2023,Frequently used/Derived variables,Selectivity and admissions yield: Fall 2023,raw_data/2023/DRVADM2023.zip,raw_data/2023/DRVADM2023_Data_Stata.zip,raw_data/2023/DRVADM2023_STATA.zip,raw_data/2023/DRVADM2023_Dict.zip,raw_data/2023/DRVADM2023_SPS.zip,raw_data/2023/DRVADM2023_SAS.zip
2023,DRVIC2023,Frequently used/Derived variables,Total cost of attendance: Academic year 2023-24,raw_data/2023/DRVIC2023.zip,raw_data/2023/DRVIC2023_Data_Stata.zip,raw_data/2023/DRVIC2023_STATA.zip,raw_data/2023/DRVIC2023_Dict.zip,raw_data/2023/DRVIC2023_SPS.zip,raw_data/2023/DRVIC2023_SAS.zip
2023,FLAGS2023,Academic Libraries,Response status for all survey components,raw_data/2023/FLAGS2023.zip,raw_data/2023/FLAGS2023_Data_Stata.zip,raw_data/2023/FLAGS2023_STATA.zip,raw_data/2023/FLAGS2023_Dict.zip,raw_data/2023/FLAGS2023_SPS.zip,raw_data/2023/FLAGS2023_SAS.zip
2023,AL2023,Academic Libraries,Academic Libraries: Fiscal year 2023,raw_data/2023/AL2023.zip,raw_data/2023/AL2023_Data_Stata.zip,raw_data/2023/AL2023_STATA.zip,raw_data/2023/AL2023_Dict.zip,raw_data/2023/AL2023_SPS.zip,raw_data/2023/AL2023_SAS.zip
2023,OM2023,Outcome Measures,"Award and enrollment data at four, six and eight years of entering degree/certificate-seeking undergraduate cohorts from 2015-16 at degree-granting institutions, by Pell status",raw_data/2023/OM2023.zip,raw_data/2023/OM2023_Data_Stata.zip,raw_data/2023/OM2023_STATA.zip,raw_data/2023/OM2023_Dict.zip,raw_data/2023/OM2023_SPS.zip,raw_data/2023/OM2023_SAS.zip
2023,EAP2023,Employees by Assigned Position,"Number of staff by occupational category, faculty and tenure status: Fall 2023",raw_data/2023/EAP2023.zip,raw_data/2023/EAP2023_Data_Stata.zip,raw_data/2023/EAP2023_STATA.zip,raw_data/2023/EAP2023_Dict.zip,raw_data/2023/EAP2023_SPS.zip,raw_data/2023/EAP2023_SAS.zip
2023,FLAGS2023,Graduation Rates,Response status for all survey components,raw_data/2023/FLAGS2023.zip,raw_data/2023/FLAGS2023_Data_Stata.zip,raw_data/2023/FLAGS2023_STATA.zip,raw_data/2023/FLAGS2023_Dict.zip,raw_data/2023/FLAGS2023_SPS.zip,raw_data/2023/FLAGS2023_SAS.zip
2023,GR200_23,Graduation Rates,"Graduation rate data, 200% of normal time to complete - cohort year 2015 (4-year) and cohort year 2019 (less-than-4-year) institutions",raw_data/2023/GR200_23.zip,raw_data/2023/GR200_23_Data_Stata.zip,raw_data/2023/GR200_23_STATA.zip,raw_data/2023/GR200_23_Dict.zip,raw_data/2023/GR200_23_SPS.zip,raw_data/2023/GR200_23_SAS.zip
2023,GR2023_PELL_SSL,Graduation Rates,"Graduation rate data for Pell Grant and Direct Subsidized Loan recipients, 150% of normal time to complete  - cohort year 2017 (4-year) and cohort year 2020 (less-than-4-year)  institutions",raw_data/2023/GR2023_PELL_SSL.zip,raw_data/2023/GR2023_PELL_SSL_Data_Stata.zip,raw_data/2023/GR2023_PELL_SSL_STATA.zip,raw_data/2023/GR2023_PELL_SSL_Dict.zip,raw_data/2023/GR2023_PELL_SSL_SPS.zip,raw_data/2023/GR2023_PELL_SSL_SAS.zip
2023,GR2023_L2,Graduation Rates,"Graduation rate data, 150% of normal time to complete - cohort year 2020",raw_data/2023/GR2023_L2.zip,raw_data/2023/GR2023_L2_Data_Stata.zip,raw_data/2023/GR2023_L2_STATA.zip,raw_data/2023/GR2023_L2_Dict.zip,raw_data/2023/GR2023_L2_SPS.zip,raw_data/2023/GR2023_L2_SAS.zip
2023,GR2023,Graduation Rates,"Graduation rate data, 150% of normal time to complete - cohort year 2017 (4-year) and cohort year 2020 (2-year) institutions",raw_data/2023/GR2023.zip,raw_data/2023/GR2023_Data_Stata.zip,raw_data/2023/GR2023_STATA.zip,raw_data/2023/GR2023_Dict.zip,raw_data/2023/GR2023_SPS.zip,raw_data/2023/GR2023_SAS.zip
2023,FLAGS2023,Student Financial Aid and Net Price,Response status for all survey components,raw_data/2023/FLAGS2023.zip,raw_data/2023/FLAGS2023_Data_Stata.zip,raw_data/2023/FLAGS2023_STATA.zip,raw_data/2023/FLAGS2023_Dict.zip,raw_data/2023/FLAGS2023_SPS.zip,raw_data/2023/FLAGS2023_SAS.zip
2023,SFAV2223,Student Financial Aid and Net Price,Military Servicemembers and Veteran's Benefits: 2022-23,raw_data/2023/SFAV2223.zip,raw_data/2023/SFAV2223_Data_Stata.zip,raw_data/2023/SFAV2223_STATA.zip,raw_data/2023/SFAV2223_Dict.zip,raw_data/2023/SFAV2223_SPS.zip,raw_data/2023/SFAV2223_SAS.zip
2023,FLAGS2023,Finance,Response status for all survey components,raw_data/2023/FLAGS2023.zip,raw_data/2023/FLAGS2023_Data_Stata.zip,raw_data/2023/FLAGS2023_STATA.zip,raw_data/2023/FLAGS2023_Dict.zip,raw_data/2023/FLAGS2023_SPS.zip,raw_data/2023/FLAGS2023_SAS.zip
2023,F2223_F3,Finance,Private for-profit institutions: Fiscal year 2023,raw_data/2023/F2223_F3.zip,raw_data/2023/F2223_F3_Data_Stata.zip,raw_data/2023/F2223_F3_STATA.zip,raw_data/2023/F2223_F3_Dict.zip,raw_data/2023/F2223_F3_SPS.zip,raw_data/2023/F2223_F3_SAS.zip
2023,F2223_F2,Finance,Private not-for-profit institutions or Public institutions using FASB: Fiscal year 2023,raw_data/2023/F2223_F2.zip,raw_data/2023/F2223_F2_Data_Stata.zip,raw_data/2023/F2223_F2_STATA.zip,raw_data/2023/F2223_F2_Dict.zip,raw_data/2023/F2223_F2_SPS.zip,raw_data/2023/F2223_F2_SAS.zip
2023,F2223_F1A,Finance,Public institutions - GASB 34/35: Fiscal year 2023,raw_data/2023/F2223_F1A.zip,raw_data/2023/F2223_F1A_Data_Stata.zip,raw_data/2023/F2223_F1A_STATA.zip,raw_data/2023/F2223_F1A_Dict.zip,raw_data/2023/F2223_F1A_SPS.zip,raw_data/2023/F2223_F1A_SAS.zip
2023,FLAGS2023,Employees by Assigned Position,Response status for all survey components,raw_data/2023/FLAGS2023.zip,raw_data/2023/FLAGS2023_Data_Stata.zip,raw_data/2023/FLAGS2023_STATA.zip,raw_data/2023/FLAGS2023_Dict.zip,raw_data/2023/FLAGS2023_SPS.zip,raw_data/2023/FLAGS2023_SAS.zip
2023,IC2023,Institutional Characteristics,"Educational offerings, organization, services and athletic associations",raw_data/2023/IC2023.zip,raw_data/2023/IC2023_Data_Stata.zip,raw_data/2023/IC2023_STATA.zip,raw_data/2023/IC2023_Dict.zip,raw_data/2023/IC2023_SPS.zip,raw_data/2023/IC2023_SAS.zip
2023,IC2023_PY,Institutional Characteristics,Student charges by program (vocational programs),raw_data/2023/IC2023_PY.zip,raw_data/2023/IC2023_PY_Data_Stata.zip,raw_data/2023/IC2023_PY_STATA.zip,raw_data/2023/IC2023_PY_Dict.zip,raw_data/2023/IC2023_PY_SPS.zip,raw_data/2023/IC2023_PY_SAS.zip
2022,EF2022A_DIST,Fall Enrollment,Distance education status and level of student: Fall 2022(revised December 2024),raw_data/2022/EF2022A_DIST.zip,raw_data/2022/EF2022A_DIST_Data_Stata.zip,raw_data/2022/EF2022A_DIST_STATA.zip,raw_data/2022/EF2022A_DIST_Dict.zip,raw_data/2022/EF2022A_DIST_SPS.zip,raw_data/2022/EF2022A_DIST_SAS.zip
2022,DRVGR2022,Frequently used/Derived variables,"Graduation rates of full-time, first-time degree/certifcate-seeking undergraduate students: cohort years 2014 and 2016 (4-year institutions) cohort years 2018 and 2019 (less-than-4-year institutions (revised September 2024)",raw_data/2022/DRVGR2022.zip,raw_data/2022/DRVGR2022_Data_Stata.zip,raw_data/2022/DRVGR2022_STATA.zip,raw_data/2022/DRVGR2022_Dict.zip,raw_data/2022/DRVGR2022_SPS.zip,raw_data/2022/DRVGR2022_SAS.zip
2022,DRVEF122022,Frequently used/Derived variables,"12-month unduplicated and full-time equivalent enrollment, and other selected 12-month enrollment indicators: July 1, 2021 to June 30, 2022(revised August 2024)",raw_data/2022/DRVEF122022.zip,raw_data/2022/DRVEF122022_Data_Stata.zip,raw_data/2022/DRVEF122022_STATA.zip,raw_data/2022/DRVEF122022_Dict.zip,raw_data/2022/DRVEF122022_SPS.zip,raw_data/2022/DRVEF122022_SAS.zip
2022,DRVEF2022,Frequently used/Derived variables,"Enrollments, retention rates and other selected enrollment indicators: Fall 2022(revised December 2024)",raw_data/2022/DRVEF2022.zip,raw_data/2022/DRVEF2022_Data_Stata.zip,raw_data/2022/DRVEF2022_STATA.zip,raw_data/2022/DRVEF2022_Dict.zip,raw_data/2022/DRVEF2022_SPS.zip,raw_data/2022/DRVEF2022_SAS.zip
2022,DRVADM2022,Frequently used/Derived variables,Selectivity and admissions yield: Fall 2022(revised September 2024),raw_data/2022/DRVADM2022.zip,raw_data/2022/DRVADM2022_Data_Stata.zip,raw_data/2022/DRVADM2022_STATA.zip,raw_data/2022/DRVADM2022_Dict.zip,raw_data/2022/DRVADM2022_SPS.zip,raw_data/2022/DRVADM2022_SAS.zip
2022,DRVIC2022,Frequently used/Derived variables,Total cost of attendance: Academic year 2022-23,raw_data/2022/DRVIC2022.zip,raw_data/2022/DRVIC2022_Data_Stata.zip,raw_data/2022/DRVIC2022_STATA.zip,raw_data/2022/DRVIC2022_Dict.zip,raw_data/2022/DRVIC2022_SPS.zip,raw_data/2022/DRVIC2022_SAS.zip
2022,FLAGS2022,Academic Libraries,Response status for all survey components(revised December 2024),raw_data/2022/FLAGS2022.zip,raw_data/2022/FLAGS2022_Data_Stata.zip,raw_data/2022/FLAGS2022_STATA.zip,raw_data/2022/FLAGS2022_Dict.zip,raw_data/2022/FLAGS2022_SPS.zip,raw_data/2022/FLAGS2022_SAS.zip
2022,AL2022,Academic Libraries,Academic Libraries: Fiscal year 2022(revised December 2024),raw_data/2022/AL2022.zip,raw_data/2022/AL2022_Data_Stata.zip,raw_data/2022/AL2022_STATA.zip,raw_data/2022/AL2022_Dict.zip,raw_data/2022/AL2022_SPS.zip,raw_data/2022/AL2022_SAS.zip
2022,S2022_SIS,Fall Staff,"Full-time instructional staff, by faculty and tenure status, and academic rank  (Degree-granting institutions): Fall 2022(revised December 2024)",raw_data/2022/S2022_SIS.zip,raw_data/2022/S2022_SIS_Data_Stata.zip,raw_data/2022/S2022_SIS_STATA.zip,raw_data/2022/S2022_SIS_Dict.zip,raw_data/2022/S2022_SIS_SPS.zip,raw_data/2022/S2022_SIS_SAS.zip
2022,S2022_IS,Fall Staff,"Full-time instructional staff, by faculty and tenure status, academic rank, race/ethnicity, and gender (Degree-granting institutions): Fall 2022(revised December 2024)",raw_data/2022/S2022_IS.zip,raw_data/2022/S2022_IS_Data_Stata.zip,raw_data/2022/S2022_IS_STATA.zip,raw_data/2022/S2022_IS_Dict.zip,raw_data/2022/S2022_IS_SPS.zip,raw_data/2022/S2022_IS_SAS.zip
2022,FLAGS2022,Fall Enrollment,Response status for all survey components(revised December 2024),raw_data/2022/FLAGS2022.zip,raw_data/2022/FLAGS2022_Data_Stata.zip,raw_data/2022/FLAGS2022_STATA.zip,raw_data/2022/FLAGS2022_Dict.zip,raw_data/2022/FLAGS2022_SPS.zip,raw_data/2022/FLAGS2022_SAS.zip
2022,S2022_NH,Fall Staff,"New hires by occupational category, race/ethnicity, and gender (Degree-granting institutions):  Fall 2022(revised December 2024)",raw_data/2022/S2022_NH.zip,raw_data/2022/S2022_NH_Data_Stata.zip,raw_data/2022/S2022_NH_STATA.zip,raw_data/2022/S2022_NH_Dict.zip,raw_data/2022/S2022_NH_SPS.zip,raw_data/2022/S2022_NH_SAS.zip
2022,FLAGS2022,Fall Staff,Response status for all survey components(revised December 2024),raw_data/2022/FLAGS2022.zip,raw_data/2022/FLAGS2022_Data_Stata.zip,raw_data/2022/FLAGS2022_STATA.zip,raw_data/2022/FLAGS2022_Dict.zip,raw_data/2022/FLAGS2022_SPS.zip,raw_data/2022/FLAGS2022_SAS.zip
2022,EAP2022,Employees by Assigned Position,"Number of staff by occupational category, faculty and tenure status: Fall 2022(revised December 2024)",raw_data/2022/EAP2022.zip,raw_data/2022/EAP2022_Data_Stata.zip,raw_data/2022/EAP2022_STATA.zip,raw_data/2022/EAP2022_Dict.zip,raw_data/2022/EAP2022_SPS.zip,raw_data/2022/EAP2022_SAS.zip
2022,FLAGS2022,Employees by Assigned Position,Response status for all survey components(revised December 2024),raw_data/2022/FLAGS2022.zip,raw_data/2022/FLAGS2022_Data_Stata.zip,raw_data/2022/FLAGS2022_STATA.zip,raw_data/2022/FLAGS2022_Dict.zip,raw_data/2022/FLAGS2022_SPS.zip,raw_data/2022/FLAGS2022_SAS.zip
