varnumber,varname,codevalue,valuelabel,frequency,percent,file,year
30126,Cipcode,02.0407,Agricultural Plant Physiology,3,0,C2002_A.XLS,2002
30126,Cipcode,02.0408,Plant Protection (Pest Management),34,0.02,C2002_A.XLS,2002
30126,Cipcode,02.0409,Range Science & Management,39,0.02,C2002_A.XLS,2002
30126,Cipcode,02.0499,"Plant Sciences, Other",24,0.01,C2002_A.XLS,2002
30126,Cipcode,02.0501,Soil Sciences,69,0.03,C2002_A.XLS,2002
30126,Cipcode,02.9999,"Agriculture/Agricultural Sciences, Other",33,0.02,C2002_A.XLS,2002
30126,Cipcode,03.0101,"Natural Resources Conservation, General",143,0.07,C2002_A.XLS,2002
30126,Cipcode,03.0102,Environmental Science/Studies,695,0.35,C2002_A.XLS,2002
30126,Cipcode,03.0201,Natural Resources Management & Policy,80,0.04,C2002_A.XLS,2002
30126,Cipcode,03.0203,Natural Resources Law Enforcement & Protective Services,10,0,C2002_A.XLS,2002
30126,Cipcode,03.0299,"Natural Resources Management & Protective Services, Other",39,0.02,C2002_A.XLS,2002
30126,Cipcode,03.0301,Fishing & Fisheries Sciences & Management,51,0.03,C2002_A.XLS,2002
30126,Cipcode,03.0401,Forest Harvesting & Production Technology/Technician,48,0.02,C2002_A.XLS,2002
30126,Cipcode,03.0404,Forest Products Technology/Technician,15,0.01,C2002_A.XLS,2002
30126,Cipcode,03.0499,"Forest Production & Processing,  Other",6,0,C2002_A.XLS,2002
30126,Cipcode,03.0501,"Forestry, General",137,0.07,C2002_A.XLS,2002
30126,Cipcode,03.0502,Forestry Sciences,36,0.02,C2002_A.XLS,2002
30126,Cipcode,03.0506,Forest Management,20,0.01,C2002_A.XLS,2002
30126,Cipcode,03.0509,Wood Science & Pulp/Paper Technology,35,0.02,C2002_A.XLS,2002
30126,Cipcode,03.0599,"Forestry & Related Sciences, Other",19,0.01,C2002_A.XLS,2002
30126,Cipcode,03.0601,Wildlife & Wildlands Management,116,0.06,C2002_A.XLS,2002
30126,Cipcode,03.9999,"Conservation & Renewable Natural Resources, Other",52,0.03,C2002_A.XLS,2002
30126,Cipcode,04.0201,Architecture,256,0.13,C2002_A.XLS,2002
30126,Cipcode,04.0301,"City/Urban, Community & Regional Planning",145,0.07,C2002_A.XLS,2002
30126,Cipcode,04.0401,Architectural Environmental Design,37,0.02,C2002_A.XLS,2002
30126,Cipcode,04.0501,Interior Architecture,94,0.05,C2002_A.XLS,2002
30126,Cipcode,04.0601,Landscape Architecture,99,0.05,C2002_A.XLS,2002
30126,Cipcode,04.0701,Architectural Urban Design & Planning,14,0.01,C2002_A.XLS,2002
30126,Cipcode,04.9999,"Architecture & Related Programs, Other",68,0.03,C2002_A.XLS,2002
30126,Cipcode,05.0101,African Studies,33,0.02,C2002_A.XLS,2002
30126,Cipcode,05.0102,American Studies/Civilization,334,0.17,C2002_A.XLS,2002
30126,Cipcode,05.0103,Asian Studies,151,0.08,C2002_A.XLS,2002
30126,Cipcode,05.0104,East Asian Studies,117,0.06,C2002_A.XLS,2002
30126,Cipcode,05.0105,Eastern European Area Studies,11,0.01,C2002_A.XLS,2002
30126,Cipcode,05.0106,European Studies,64,0.03,C2002_A.XLS,2002
30126,Cipcode,05.0107,Latin American Studies,222,0.11,C2002_A.XLS,2002
30126,Cipcode,05.0108,Middle Eastern Studies,50,0.02,C2002_A.XLS,2002
30126,Cipcode,05.0109,Pacific Area Studies,3,0,C2002_A.XLS,2002
30126,Cipcode,05.0110,Russian & Slavic Area Studies,113,0.06,C2002_A.XLS,2002
30126,Cipcode,05.0111,Scandinavian Area Studies,15,0.01,C2002_A.XLS,2002
30126,Cipcode,05.0112,South Asian Studies,14,0.01,C2002_A.XLS,2002
30126,Cipcode,05.0113,Southeast Asian Studies,5,0,C2002_A.XLS,2002
30126,Cipcode,05.0114,Western European Studies,25,0.01,C2002_A.XLS,2002
30126,Cipcode,05.0115,Canadian Studies,3,0,C2002_A.XLS,2002
30126,Cipcode,05.0199,"Area Studies, Other",113,0.06,C2002_A.XLS,2002
30126,Cipcode,05.0201,Afro-American (Black) Studies,219,0.11,C2002_A.XLS,2002
30126,Cipcode,05.0202,American Indian/Native American Studies,67,0.03,C2002_A.XLS,2002
30126,Cipcode,05.0203,Hispanic-American Studies,63,0.03,C2002_A.XLS,2002
30126,Cipcode,05.0204,Islamic Studies,8,0,C2002_A.XLS,2002
30126,Cipcode,05.0205,Jewish/Judaic Studies,92,0.05,C2002_A.XLS,2002
30126,Cipcode,05.0206,Asian-American Studies,19,0.01,C2002_A.XLS,2002
30126,Cipcode,05.0207,Women's Studies,314,0.16,C2002_A.XLS,2002
30126,Cipcode,05.0299,"Ethnic & Cultural Studies, Other",122,0.06,C2002_A.XLS,2002
30126,Cipcode,05.9999,"Area, Ethnic & Cultural Studies, Other",102,0.05,C2002_A.XLS,2002
30126,Cipcode,08.0101,"Apparel & Accessories Marketing Operations, General",23,0.01,C2002_A.XLS,2002
30126,Cipcode,08.0102,Fashion Merchandising,220,0.11,C2002_A.XLS,2002
30126,Cipcode,08.0199,"Apparel & Accessories Marketing Operations, Other",5,0,C2002_A.XLS,2002
30126,Cipcode,08.0204,Business Services Marketing Operations,9,0,C2002_A.XLS,2002
30126,Cipcode,08.0205,Personal Services Marketing Operations,5,0,C2002_A.XLS,2002
30126,Cipcode,08.0299,"Business & Personal Services Marketing Operations, Other",11,0.01,C2002_A.XLS,2002
30126,Cipcode,08.0301,Entrepreneurship,89,0.04,C2002_A.XLS,2002
30126,Cipcode,08.0401,Financial Services Marketing Operations,12,0.01,C2002_A.XLS,2002
30126,Cipcode,08.0503,Floristry Marketing Operations,36,0.02,C2002_A.XLS,2002
30126,Cipcode,08.0601,Food Products Retailing & Wholesaling Operations,13,0.01,C2002_A.XLS,2002
30126,Cipcode,08.0701,Auctioneering,2,0,C2002_A.XLS,2002
30126,Cipcode,08.0704,General Buying Operations,26,0.01,C2002_A.XLS,2002
30126,Cipcode,08.0705,General Retailing Operations,172,0.09,C2002_A.XLS,2002
30126,Cipcode,08.0706,General Selling Skills & Sales Operations,137,0.07,C2002_A.XLS,2002
30126,Cipcode,08.0708,General Marketing Operations,206,0.1,C2002_A.XLS,2002
30126,Cipcode,08.0709,General Distribution Operations,14,0.01,C2002_A.XLS,2002
30126,Cipcode,08.0799,"General Retailing & Wholesaling Operations & Skills, Other",109,0.05,C2002_A.XLS,2002
30126,Cipcode,08.0809,Home Products Marketing Operations,5,0,C2002_A.XLS,2002
30126,Cipcode,08.0810,Office Products Marketing Operations,1,0,C2002_A.XLS,2002
30126,Cipcode,08.0899,"Home & Office Products Marketing Operations, Other",1,0,C2002_A.XLS,2002
30126,Cipcode,08.0901,"Hospitality & Recreation Marketing Operations, General",25,0.01,C2002_A.XLS,2002
30126,Cipcode,08.0902,Hotel/Motel Services Marketing Operations,13,0.01,C2002_A.XLS,2002
30126,Cipcode,08.0903,Recreation Products/Services Marketing Operations,11,0.01,C2002_A.XLS,2002
30126,Cipcode,08.0906,Food Sales Operations,3,0,C2002_A.XLS,2002
30126,Cipcode,08.0999,"Hospitality & Recreation Marketing Operations, Other",1,0,C2002_A.XLS,2002
30126,Cipcode,08.1001,Insurance Marketing Operations,16,0.01,C2002_A.XLS,2002
30126,Cipcode,08.1104,Tourism Promotion Operations,52,0.03,C2002_A.XLS,2002
30126,Cipcode,08.1105,Travel Services Marketing Operations,90,0.04,C2002_A.XLS,2002
30126,Cipcode,08.1199,"Tourism & Travel Services Marketing Operations, Other",92,0.05,C2002_A.XLS,2002
30126,Cipcode,08.1203,Vehicle Parts & Accessories Marketing Operations,21,0.01,C2002_A.XLS,2002
30126,Cipcode,08.1208,Vehicle Marketing Operations,9,0,C2002_A.XLS,2002
30126,Cipcode,08.1299,"Vehicle & Petroleum Products Marketing Operations, Other",1,0,C2002_A.XLS,2002
30126,Cipcode,08.1301,Health Products & Services Marketing Operations,2,0,C2002_A.XLS,2002
30126,Cipcode,08.9999,"Marketing Operations/Marketing & Distribution, Other",75,0.04,C2002_A.XLS,2002
30126,Cipcode,09.0101,"Communications, General",1294,0.65,C2002_A.XLS,2002
30126,Cipcode,09.0201,Advertising,168,0.08,C2002_A.XLS,2002
30126,Cipcode,09.0401,Journalism,596,0.3,C2002_A.XLS,2002
30126,Cipcode,09.0402,Broadcast Journalism,84,0.04,C2002_A.XLS,2002
30126,Cipcode,09.0403,Mass Communications,234,0.12,C2002_A.XLS,2002
30126,Cipcode,09.0499,"Journalism & Mass Communications, Other",65,0.03,C2002_A.XLS,2002
30126,Cipcode,09.0501,Public Relations & Organizational Communications,230,0.11,C2002_A.XLS,2002
30126,Cipcode,09.0701,Radio & Television Broadcasting,295,0.15,C2002_A.XLS,2002
30126,Cipcode,09.9999,"Communications, Other",342,0.17,C2002_A.XLS,2002
30126,Cipcode,10.0101,Educational/Instructional Media Technology/Technician,65,0.03,C2002_A.XLS,2002
30126,Cipcode,10.0103,Photographic Technology/Technician,46,0.02,C2002_A.XLS,2002
30126,Cipcode,10.0104,Radio & Television Broadcasting Technology/Technician,249,0.12,C2002_A.XLS,2002
30126,Cipcode,10.0199,"Communications Technologies/Technicians, Other",149,0.07,C2002_A.XLS,2002
30126,Cipcode,11.0101,"Computer & Information Sciences, General",2362,1.18,C2002_A.XLS,2002
30126,Cipcode,11.0201,Computer Programming,660,0.33,C2002_A.XLS,2002
30126,Cipcode,11.0301,Data Processing Technology/Technician,417,0.21,C2002_A.XLS,2002
30126,Cipcode,11.0401,Information Sciences & Systems,824,0.41,C2002_A.XLS,2002
30126,Cipcode,11.0501,Computer Systems Analysis,156,0.08,C2002_A.XLS,2002
30126,Cipcode,11.0701,Computer Science,784,0.39,C2002_A.XLS,2002
30126,Cipcode,11.9999,"Computer & Information Sciences, Other",1078,0.54,C2002_A.XLS,2002
30126,Cipcode,12.0203,Card Dealer,4,0,C2002_A.XLS,2002
30126,Cipcode,12.0299,"Gaming & Sports Officiating Services, Other",3,0,C2002_A.XLS,2002
30126,Cipcode,12.0301,Funeral Services & Mortuary Science,80,0.04,C2002_A.XLS,2002
30126,Cipcode,12.0401,"Cosmetic Services, General",227,0.11,C2002_A.XLS,2002
30126,Cipcode,12.0402,Barber/Hairstylist,185,0.09,C2002_A.XLS,2002
30126,Cipcode,12.0403,Cosmetologist,1527,0.76,C2002_A.XLS,2002
30126,Cipcode,12.0404,Electrolysis Technician,11,0.01,C2002_A.XLS,2002
30126,Cipcode,12.0405,Massage,247,0.12,C2002_A.XLS,2002
30126,Cipcode,12.0406,Make-up Artist,153,0.08,C2002_A.XLS,2002
30126,Cipcode,12.0499,"Cosmetic Services, Other",548,0.27,C2002_A.XLS,2002
30126,Cipcode,12.0501,Baker/Pastry Chef,74,0.04,C2002_A.XLS,2002
30126,Cipcode,12.0502,Bartender/Mixologist,3,0,C2002_A.XLS,2002
30126,Cipcode,12.0503,Culinary Arts/Chef Training,418,0.21,C2002_A.XLS,2002
30126,Cipcode,12.0504,Food & Beverage/Restaurant Operations Manager,96,0.05,C2002_A.XLS,2002
30126,Cipcode,12.0505,Kitchen Personnel/Cook & Assistant Training,50,0.02,C2002_A.XLS,2002
30126,Cipcode,12.0506,Meatcutter,9,0,C2002_A.XLS,2002
30126,Cipcode,12.0507,Waiter/Waitress & Dining Room Manager,2,0,C2002_A.XLS,2002
30126,Cipcode,12.0599,"Culinary Arts & Related Service, Other",54,0.03,C2002_A.XLS,2002
30126,Cipcode,12.9999,"Personal & Miscellaneous Services, Other",116,0.06,C2002_A.XLS,2002
30126,Cipcode,13.0101,"Education, General",790,0.39,C2002_A.XLS,2002
30126,Cipcode,13.0201,Bilingual/Bicultural Education,75,0.04,C2002_A.XLS,2002
30126,Cipcode,13.0301,Curriculum & Instruction,461,0.23,C2002_A.XLS,2002
30126,Cipcode,13.0401,"Education Administration & Supervision, General",758,0.38,C2002_A.XLS,2002
30126,Cipcode,13.0402,Administration of Special Education,10,0,C2002_A.XLS,2002
30126,Cipcode,13.0403,Adult & Continuing Education Administration,29,0.01,C2002_A.XLS,2002
30126,Cipcode,13.0404,Educational Supervision,74,0.04,C2002_A.XLS,2002
30126,Cipcode,13.0405,"Elementary, Middle & Secondary Education Administration",171,0.09,C2002_A.XLS,2002
30126,Cipcode,13.0406,Higher Education Administration,113,0.06,C2002_A.XLS,2002
30126,Cipcode,13.0407,Community & Junior College Administration,8,0,C2002_A.XLS,2002
30126,Cipcode,13.0499,"Education Administration & Supervision, Other",71,0.04,C2002_A.XLS,2002
30126,Cipcode,13.0501,Educational/Instructional Media Design,187,0.09,C2002_A.XLS,2002
30126,Cipcode,13.0601,Educational Evaluation & Research,18,0.01,C2002_A.XLS,2002
30126,Cipcode,13.0603,Educational Statistics & Research Methods,33,0.02,C2002_A.XLS,2002
30126,Cipcode,13.0604,"Educational Assessment, Testing & Measurement",16,0.01,C2002_A.XLS,2002
30126,Cipcode,13.0699,"Educational Evaluation, Research & Statistics, Other",7,0,C2002_A.XLS,2002
30126,Cipcode,13.0701,International & Comparative Education,15,0.01,C2002_A.XLS,2002
30126,Cipcode,13.0802,Educational Psychology,217,0.11,C2002_A.XLS,2002
30126,Cipcode,13.0901,Social & Philosophical Foundations of Education,87,0.04,C2002_A.XLS,2002
30126,Cipcode,13.1001,"Special Education, General",985,0.49,C2002_A.XLS,2002
30126,Cipcode,13.1003,Education of the Deaf & Hearing Impaired,64,0.03,C2002_A.XLS,2002
30126,Cipcode,13.1004,Education of the Gifted & Talented,39,0.02,C2002_A.XLS,2002
30126,Cipcode,13.1005,Education of the Emotionally Handicapped,60,0.03,C2002_A.XLS,2002
30126,Cipcode,13.1006,Education of the Mentally Handicapped,79,0.04,C2002_A.XLS,2002
30126,Cipcode,13.1007,Education of the Multiple Handicapped,32,0.02,C2002_A.XLS,2002
30126,Cipcode,13.1008,Education of the Physically Handicapped,15,0.01,C2002_A.XLS,2002
30126,Cipcode,13.1009,Education of the Blind & Visually Handicapped,12,0.01,C2002_A.XLS,2002
30126,Cipcode,13.1011,Education of the Specific Learning Disabled,134,0.07,C2002_A.XLS,2002
30126,Cipcode,13.1012,Education of the Speech Impaired,57,0.03,C2002_A.XLS,2002
30126,Cipcode,13.1013,Education of the Autistic,3,0,C2002_A.XLS,2002
30126,Cipcode,13.1099,"Special Education, Other",120,0.06,C2002_A.XLS,2002
30126,Cipcode,13.1101,Counselor Education/Student Counseling & Guidance Services,609,0.3,C2002_A.XLS,2002
30126,Cipcode,13.1102,College/Postsec Student Counseling & Personnel Services,65,0.03,C2002_A.XLS,2002
30126,Cipcode,13.1201,Adult & Continuing Teacher Education,133,0.07,C2002_A.XLS,2002
30126,Cipcode,13.1202,Elementary Teacher Education,1749,0.87,C2002_A.XLS,2002
30126,Cipcode,13.1203,Junior High/Intermediate/Middle School Teacher Education,283,0.14,C2002_A.XLS,2002
30126,Cipcode,13.1204,Pre-Elementary/Early Childhood/Kindergarten Teacher Educ,863,0.43,C2002_A.XLS,2002
30126,Cipcode,13.1205,Secondary Teacher Education,646,0.32,C2002_A.XLS,2002
30126,Cipcode,13.1206,"Teacher Education, Multiple Levels",108,0.05,C2002_A.XLS,2002
30126,Cipcode,13.1299,"General Teacher Education, Other",178,0.09,C2002_A.XLS,2002
30126,Cipcode,13.1301,Agricultural Teacher Education (Vocational),114,0.06,C2002_A.XLS,2002
30126,Cipcode,13.1302,Art Teacher Education,494,0.25,C2002_A.XLS,2002
30126,Cipcode,13.1303,Business Teacher Education (Vocational),291,0.15,C2002_A.XLS,2002
30126,Cipcode,13.1304,Driver & Safety Teacher Education,9,0,C2002_A.XLS,2002
30126,Cipcode,13.1305,English Teacher Education,535,0.27,C2002_A.XLS,2002
30126,Cipcode,13.1306,Foreign Languages Teacher Education,129,0.06,C2002_A.XLS,2002
30126,Cipcode,13.1307,Health Teacher Education,277,0.14,C2002_A.XLS,2002
30126,Cipcode,13.1308,Home Economics Teacher Education (Vocational),110,0.05,C2002_A.XLS,2002
30126,Cipcode,13.1309,Technology Teacher Educ/Industrial Arts Teacher Educ,176,0.09,C2002_A.XLS,2002
30126,Cipcode,13.1310,Marketing Operations & Marketing and Distrib Teacher Ed,26,0.01,C2002_A.XLS,2002
30126,Cipcode,13.1311,Mathematics Teacher Education,553,0.28,C2002_A.XLS,2002
30126,Cipcode,13.1312,Music Teacher Education,787,0.39,C2002_A.XLS,2002
30126,Cipcode,13.1314,Physical Education Teaching & Coaching,989,0.49,C2002_A.XLS,2002
30126,Cipcode,13.1315,Reading Teacher Education,361,0.18,C2002_A.XLS,2002
30126,Cipcode,13.1316,"Science Teacher Education, General",402,0.2,C2002_A.XLS,2002
30126,Cipcode,13.1317,Social Science Teacher Education,212,0.11,C2002_A.XLS,2002
30126,Cipcode,13.1318,Social Studies Teacher Education,331,0.17,C2002_A.XLS,2002
30126,Cipcode,13.1319,Technical Teacher Education (Vocational),133,0.07,C2002_A.XLS,2002
30126,Cipcode,13.1320,Trade & Industrial Teacher Education (Vocational),143,0.07,C2002_A.XLS,2002
30126,Cipcode,13.1321,Computer Teacher Education,49,0.02,C2002_A.XLS,2002
30126,Cipcode,13.1322,Biology Teacher Education,250,0.12,C2002_A.XLS,2002
30126,Cipcode,13.1323,Chemistry Teacher Education,107,0.05,C2002_A.XLS,2002
30126,Cipcode,13.1324,Drama & Dance Teacher Education,41,0.02,C2002_A.XLS,2002
30126,Cipcode,13.1325,French Language Teacher Education,82,0.04,C2002_A.XLS,2002
30126,Cipcode,13.1326,German Language Teacher Education,43,0.02,C2002_A.XLS,2002
30126,Cipcode,13.1327,Health Occupations Teacher Education (Vocational),10,0,C2002_A.XLS,2002
30126,Cipcode,13.1328,History Teacher Education,170,0.08,C2002_A.XLS,2002
30126,Cipcode,13.1329,Physics Teacher Education,56,0.03,C2002_A.XLS,2002
30126,Cipcode,13.1330,Spanish Language Teacher Education,174,0.09,C2002_A.XLS,2002
30126,Cipcode,13.1331,Speech Teacher Education,63,0.03,C2002_A.XLS,2002
30126,Cipcode,13.1399,"Teacher Ed, Specific Academic & Vocational Programs, Other",252,0.13,C2002_A.XLS,2002
30126,Cipcode,13.1401,Teaching English as a Second Language/Foreign Language,201,0.1,C2002_A.XLS,2002
30126,Cipcode,13.1501,Teacher Assistant/Aide,181,0.09,C2002_A.XLS,2002
30126,Cipcode,13.9999,"Education, Other",391,0.2,C2002_A.XLS,2002
30126,Cipcode,14.0101,"Engineering, General",479,0.24,C2002_A.XLS,2002
30126,Cipcode,14.0201,"Aerospace, Aeronautical & Astronautical Engineering",166,0.08,C2002_A.XLS,2002
30126,Cipcode,14.0301,Agricultural Engineering,110,0.05,C2002_A.XLS,2002
30126,Cipcode,14.0401,Architectural Engineering,28,0.01,C2002_A.XLS,2002
30126,Cipcode,14.0501,Bioengineering & Biomedical Engineering,218,0.11,C2002_A.XLS,2002
30126,Cipcode,14.0601,Ceramic Sciences & Engineering,16,0.01,C2002_A.XLS,2002
30126,Cipcode,14.0701,Chemical Engineering,418,0.21,C2002_A.XLS,2002
30126,Cipcode,14.0801,"Civil Engineering, General",529,0.26,C2002_A.XLS,2002
30126,Cipcode,14.0802,Geotechnical Engineering,3,0,C2002_A.XLS,2002
30126,Cipcode,14.0803,Structural Engineering,9,0,C2002_A.XLS,2002
30126,Cipcode,14.0804,Transportation & Highway Engineering,13,0.01,C2002_A.XLS,2002
30126,Cipcode,14.0805,Water Resources Engineering,11,0.01,C2002_A.XLS,2002
30126,Cipcode,14.0899,"Civil Engineering, Other",24,0.01,C2002_A.XLS,2002
30126,Cipcode,14.0901,Computer Engineering,329,0.16,C2002_A.XLS,2002
30126,Cipcode,14.1001,"Electrical, Electronics & Communications Engineering",725,0.36,C2002_A.XLS,2002
30126,Cipcode,14.1101,Engineering Mechanics,61,0.03,C2002_A.XLS,2002
30126,Cipcode,14.1201,Engineering Physics,103,0.05,C2002_A.XLS,2002
30126,Cipcode,14.1301,Engineering Science,98,0.05,C2002_A.XLS,2002
30126,Cipcode,14.1401,Environmental/Environmental Health Engineering,185,0.09,C2002_A.XLS,2002
30126,Cipcode,14.1501,Geological Engineering,42,0.02,C2002_A.XLS,2002
30126,Cipcode,14.1601,Geophysical Engineering,5,0,C2002_A.XLS,2002
30126,Cipcode,14.1701,Industrial/Manufacturing Engineering,351,0.18,C2002_A.XLS,2002
30126,Cipcode,14.1801,Materials Engineering,179,0.09,C2002_A.XLS,2002
30126,Cipcode,14.1901,Mechanical Engineering,642,0.32,C2002_A.XLS,2002
30126,Cipcode,14.2001,Metallurgical Engineering,52,0.03,C2002_A.XLS,2002
30126,Cipcode,14.2101,Mining & Mineral Engineering,46,0.02,C2002_A.XLS,2002
30126,Cipcode,14.2201,Naval Architecture & Marine Engineering,18,0.01,C2002_A.XLS,2002
30126,Cipcode,14.2301,Nuclear Engineering,77,0.04,C2002_A.XLS,2002
30126,Cipcode,14.2401,Ocean Engineering,27,0.01,C2002_A.XLS,2002
30126,Cipcode,14.2501,Petroleum Engineering,58,0.03,C2002_A.XLS,2002
30126,Cipcode,14.2701,Systems Engineering,78,0.04,C2002_A.XLS,2002
30126,Cipcode,14.2801,Textile Sciences & Engineering,16,0.01,C2002_A.XLS,2002
30126,Cipcode,14.2901,Engineering Design,3,0,C2002_A.XLS,2002
30126,Cipcode,14.3001,Engineering/Industrial Management,112,0.06,C2002_A.XLS,2002
30126,Cipcode,14.3101,Materials Science,38,0.02,C2002_A.XLS,2002
30126,Cipcode,14.3201,Polymer/Plastics Engineering,21,0.01,C2002_A.XLS,2002
30126,Cipcode,14.9999,"Engineering, Other",195,0.1,C2002_A.XLS,2002
30126,Cipcode,15.0101,Architectural Engineering Technology/Technician,234,0.12,C2002_A.XLS,2002
30126,Cipcode,15.0201,Civil Engineering/Civil Technology/Technician,237,0.12,C2002_A.XLS,2002
30126,Cipcode,15.0301,Computer Engineering Technology/Technician,268,0.13,C2002_A.XLS,2002
30126,Cipcode,15.0303,"Electrical, Electronic & Comm Engineering Tech/Technician",1029,0.51,C2002_A.XLS,2002
30126,Cipcode,15.0304,Laser & Optical Technology/Technician,28,0.01,C2002_A.XLS,2002
30126,Cipcode,15.0399,"Electrical & Electronic Engr-Related Tech/Technician,Other",300,0.15,C2002_A.XLS,2002
30126,Cipcode,15.0401,Biomedical Engineering-Related Technology/Technician,73,0.04,C2002_A.XLS,2002
30126,Cipcode,15.0402,Computer Maintenance Technology/Technician,339,0.17,C2002_A.XLS,2002
30126,Cipcode,15.0403,Electromechanical Technology/Technician,179,0.09,C2002_A.XLS,2002
30126,Cipcode,15.0404,Instrumentation Technology/Technician,85,0.04,C2002_A.XLS,2002
30126,Cipcode,15.0405,Robotics Technology/Technician,74,0.04,C2002_A.XLS,2002
30126,Cipcode,15.0499,Electromechanic & Instrumentation & Maint Tech/Technicians,63,0.03,C2002_A.XLS,2002
30126,Cipcode,15.0501,"Heating, Air Conditioning & Refrigeration Tech/Technicians",219,0.11,C2002_A.XLS,2002
30126,Cipcode,15.0503,Energy Management & Systems Technology/Technician,22,0.01,C2002_A.XLS,2002
30126,Cipcode,15.0505,Solar Technology/Technician,2,0,C2002_A.XLS,2002
30126,Cipcode,15.0506,Water Quality & Wastewater Treatment Technology/Technician,81,0.04,C2002_A.XLS,2002
30126,Cipcode,15.0507,Environmental & Pollution Control Technology/Technician,125,0.06,C2002_A.XLS,2002
30126,Cipcode,15.0599,"Environmental Control Technologies/Technicians, Other",84,0.04,C2002_A.XLS,2002
30126,Cipcode,15.0603,Industrial/Manufacturing Technology/Technician,520,0.26,C2002_A.XLS,2002
30126,Cipcode,15.0607,Plastics Technology/Technician,58,0.03,C2002_A.XLS,2002
